日期,目前行情方向（延續性）,風度,連續天數,開,高,低,收,漲跌幅,20ma,MACD柱,乖離率,乖離率.1,行情方向-舊
2025.03.25,無風-陣風循環,陣風,陣風7,251.8600006,254.2799988,251.1199951,251.54,0.001273784,254.953,-0.320853785,-1.34%,-1.34%,循環的交界
2025.03.24,無風-陣風循環,陣風,陣風6,254.1999969,255.7400055,251.2200012,251.22,-0.010516365,255.5775,-0.372940992,-1.70%,-1.70%,循環的交界
2025.03.21,無風-陣風循環,陣風,陣風5,254.5599976,255.0500031,253.5,253.89,-0.002200825,256.188,-0.438095498,-0.90%,-0.90%,循環的交界
2025.03.20,無風-陣風循環,陣風,陣風4,251.0099945,254.5800018,251.0099945,254.45,0.0152821,256.5755,-0.672732421,-0.83%,-0.83%,循環的交界
2025.03.19,無風-陣風循環,陣風,陣風3,253.3500061,253.6900024,250.6000061,250.62,-0.01058034,256.936,-0.936757914,-2.46%,-2.46%,循環的交界
2025.03.18,無風-陣風循環,陣風,陣風2,251.1399994,253.4900055,251.1399994,253.3,0.010048648,257.4425,-1.046799338,-1.61%,-1.61%,循環的交界
2025.03.17,無風-陣風循環,陣風,陣風1,250.4799957,252.5899963,250.4799957,250.78,0.003280525,257.659,-1.279041835,-2.67%,-2.67%,循環的交界
2025.03.14,無風-陣風循環,無風,無風6,249.4199982,250.3500061,247.75,249.96,0.002647413,257.8605,-1.377033214,-3.06%,-3.06%,循環的交界
2025.03.13,無風-陣風循環,無風,無風5,252.6000061,255.0399933,249.3000031,249.3,-0.011145928,258.1165,-1.257288457,-3.42%,-3.42%,循環的交界
2025.03.12,無風-陣風循環,無風,無風4,251.8200073,254.4299927,251.7200012,252.11,0.002345738,258.3075,-1.09739618,-2.40%,-2.40%,循環的交界
2025.03.11,無風-陣風循環,無風,無風3,254.0399933,254.0399933,246.9900055,251.52,-0.014767519,258.4025,-0.956558767,-2.66%,-2.66%,循環的交界
2025.03.10,無風-陣風循環,無風,無風2,257.3900146,258.3699951,255.2899933,255.29,-0.007541889,258.505,-0.512655817,-1.24%,-1.24%,循環的交界
2025.03.07,無風-陣風循環,無風,無風1,260.1000061,260.1900024,257.0599976,257.23,-0.011832046,258.5175,-0.298848585,-0.50%,-0.50%,循環的交界
2025.03.06,循環的交界,強風,強風1,260.1700134,262.2000122,260.1700134,260.31,0.001230817,258.28,-0.149131239,0.79%,0.79%,強風-亂流循環
2025.03.05,循環的交界,亂流,亂流1,257.1000061,260.4200134,257.1000061,259.99,0.012067422,257.777,-0.212002202,0.86%,0.86%,循環的交界
2025.03.04,循環的交界,無風,無風2,255.3399963,257.2900085,251.1199951,256.89,0.003437366,257.0795,-0.182713963,-0.07%,-0.07%,循環的交界
2025.03.03,循環的交界,無風,無風1,259.3699951,259.3699951,255.8899994,256.01,-0.01504309,256.5435,0.240862341,-0.21%,-0.21%,循環的交界
2025.02.27,強風-亂流循環,亂流,亂流4,262.5,264.2900085,259.8599854,259.92,-0.008771261,256.3905,0.738143808,1.38%,1.38%,強風-亂流循環
2025.02.26,強風-亂流循環,亂流,亂流3,262.519989,263.2799988,261.6000061,262.22,-0.00110472,255.9465,1.016012652,2.45%,2.45%,強風-亂流循環
2025.02.25,強風-亂流循環,亂流,亂流2,263.8200073,263.8200073,261.5599976,262.51,-0.005756922,255.413,1.213444667,2.78%,2.78%,強風-亂流循環
2025.02.24,強風-亂流循環,亂流,亂流1,263.1900024,264.0299988,261.8299866,264.03,0.002277645,254.69,1.377652746,3.67%,3.67%,強風-亂流循環
2025.02.21,強風-亂流循環,強風,強風5,261.6099854,263.4299927,261.6099854,263.43,0.006841462,253.967,1.417423215,3.73%,3.73%,強風-亂流循環
2025.02.20,強風-亂流循環,強風,強風4,261.7999878,263.2099915,261.3500061,261.64,-7.64E-05,253.0325,1.401869794,3.40%,3.40%,強風-亂流循環
2025.02.19,強風-亂流循環,強風,強風3,260.6700134,262.9899902,260.6700134,261.66,0.003489933,252.2255,1.355413811,3.74%,3.74%,強風-亂流循環
2025.02.18,強風-亂流循環,強風,強風2,257.8099976,260.75,257.8099976,260.75,0.012110391,251.26,1.187182766,3.78%,3.78%,強風-亂流循環
2025.02.17,強風-亂流循環,強風,強風1,255.0500031,257.730011,255.0500031,257.63,0.01106707,250.7295,0.999445974,2.75%,2.75%,強風-亂流循環
2025.02.14,強風-亂流循環,亂流,亂流1,255.3200073,256.4400024,254.7700043,254.81,-0.001058491,250.3885,0.928898208,1.77%,1.77%,強風-亂流循環
2025.02.13,強風-亂流循環,強風,強風1,253.2899933,255.4700012,253.2899933,255.08,0.007743363,250.452,0.932673099,1.85%,1.85%,強風-亂流循環
2025.02.12,循環的交界,亂流,亂流1,254.2899933,255.9900055,253.0599976,253.12,-0.003503799,250.542,0.923688501,1.03%,1.03%,循環的交界
2025.02.11,強風-亂流循環,強風,強風4,253.9199982,255.5599976,253.9199982,254.01,0.001735221,250.6515,0.942271515,1.34%,1.34%,循環的交界
2025.02.10,循環的交界,強風,強風3,255.3899994,255.3899994,253.1199951,253.57,-0.007709165,250.5685,0.857987509,1.20%,1.20%,循環的交界
2025.02.07,強風-亂流循環,強風,強風2,252.5700073,255.6300049,252.5700073,255.54,0.012119772,250.5245,0.722895859,2.00%,2.00%,循環的交界
2025.02.06,循環的交界,強風,強風1,250.6199951,252.7200012,250.6199951,252.48,0.008911089,250.5395,0.381670543,0.77%,0.77%,循環的交界
2025.02.05,循環的交界,陣風,陣風1,246.3399963,250.25,246.3399963,250.25,0.017111039,250.6315,0.115390436,-0.15%,-0.15%,循環的交界
2025.02.04,無風-陣風循環,無風,無風2,246.3800049,247.6799927,244.8300018,246.04,-0.00052809,250.924,-0.002568496,-1.95%,-1.95%,循環的交界
2025.02.03,無風-陣風循環,無風,無風1,251.3099976,251.3099976,244.4100037,246.17,-0.026803716,251.481,0.158979341,-2.11%,-2.11%,循環的交界
2025.01.22,循環的交界,強風,強風1,251.3500061,253.0099945,251.1699982,252.95,0.007608349,251.9375,0.346692364,0.40%,0.40%,循環的交界
2025.01.21,無風-陣風循環,陣風,陣風4,251.5700073,252.3099976,251.0399933,251.04,-0.00202743,251.999,0.089611042,-0.38%,-0.38%,循環的交界
2025.01.20,循環的交界,陣風,陣風3,248.0399933,251.5500031,248.0399933,251.55,0.014110058,252.0665,-0.176248301,-0.20%,-0.20%,循環的交界
2025.01.17,無風-陣風循環,陣風,陣風2,249.8899994,250.6100006,247.7599945,248.05,-0.006090476,252.2255,-0.481405757,-1.66%,-1.66%,循環的交界
2025.01.16,無風-陣風循環,陣風,陣風1,245.7400055,249.7299957,245.7400055,249.57,0.019735229,252.579,-0.685907481,-1.19%,-1.19%,循環的交界
2025.01.15,無風-陣風循環,無風,無風5,245.5899963,247.2700043,244.5399933,244.74,-0.003095723,252.792,-0.926246165,-3.19%,-3.19%,循環的交界
2025.01.14,無風-陣風循環,無風,無風4,242.5500031,245.5,242.5500031,245.5,0.012997731,253.06,-0.864045153,-2.99%,-2.99%,循環的交界
2025.01.13,無風-陣風循環,無風,無風3,250.0200043,250.0200043,241.8999939,242.35,-0.03114256,253.5495,-0.609762607,-4.42%,-4.42%,循環的交界
2025.01.10,無風-陣風循環,無風,無風2,250.9799957,252.3200073,249.7599945,250.14,-0.002671345,254.301,-0.068341045,-1.64%,-1.64%,循環的交界
2025.01.09,無風-陣風循環,無風,無風1,256.1400146,256.2600098,250.8099976,250.81,-0.020579506,254.683,0.165879734,-1.52%,-1.52%,循環的交界
2025.01.08,循環的交界,強風,強風2,256.6499939,257.3099976,255.4299927,256.08,-0.003114295,255.2185,0.384974105,0.34%,0.34%,循環的交界
2025.01.07,循環的交界,強風,強風1,255.6499939,257.8299866,255.6499939,256.88,0.006149387,255.584,0.310723013,0.51%,0.51%,循環的交界
2025.01.06,循環的交界,陣風,陣風1,252.7799988,255.4199982,252.7799988,255.31,0.01172974,255.87,0.128353474,-0.22%,-0.22%,無風-陣風循環
2025.01.03,無風-陣風循環,無風,無風4,252.8999939,254.6100006,252.3200073,252.35,-0.001345522,256.06,0.064777586,-1.45%,-1.45%,無風-陣風循環
2025.01.02,無風-陣風循環,無風,無風3,255.7799988,256.1700134,252.5800018,252.69,-0.012312383,256.3345,0.163933745,-1.42%,-1.42%,無風-陣風循環
